nombre,descripcion,genero,destacado
Terraria PS5, "Sandbox 2D de exploración y construcción", Sandbox, 0
Terraria PlayStation4 Edition PS4, "Sandbox 2D de exploración y construcción", Sandbox, 0
Titanfall 2 PS4, "Shooter con mechs y parkour", Shooter, 0
Titanfall 2 PS5, "Shooter con mechs y parkour", Shooter, 0
TEKKEN 7 PS4, "Juego de lucha 3D competitivo", Lucha, 0
TEKKEN 7 PS5, "Juego de lucha 3D competitivo", Lucha, 0
TEKKEN 7 Originals Edition PS4, "Edición especial de Tekken 7", Lucha, 0
TEKKEN 8 PS5, "Juego de lucha 3D competitivo", Lucha, 0
Tennis World Tour PS4, "Simulador de tenis profesional", Deportes, 0
Tennis World Tour PS5, "Simulador de tenis profesional", Deportes, 0
Teenage Mutant Ninja Turtles The Cowabunga Collection PS4, "Colección retro de juegos clásicos de las Tortugas Ninja", Lucha, 0
Telltale Batman Shadows Edition PS4, "Aventura narrativa con decisiones en el universo de Batman", Aventura, 0
The Last Guardian PS4, "Aventura emocional con puzzles y una criatura gigante aliada", Aventura, 0
The Outer Worlds PS4, "RPG de ciencia ficción con exploración espacial y decisiones morales", Rol, 0
The Outer Worlds Board Approved Bundle PS4, "Edición completa del RPG espacial con contenido adicional", Rol, 0
The Outer Worlds Spacers Choice Edition PS4, "Versión mejorada del RPG espacial con mejoras gráficas", Rol, 0
The LEGO Games Bundle PS4, "Pack con aventuras familiares de distintos juegos LEGO", Aventura, 0
The Crew 2 PS4, "Carreras de mundo abierto en Hawaii", Racing, 0
The Crew 2 PS5, "Carreras de mundo abierto en Hawaii", Racing, 0
The Crew Motorfest PS4, "Carreras de mundo abierto en Hawaii", Racing, 0
The Crew Motorfest PS5, "Carreras de mundo abierto en Hawaii", Racing, 0
The Walking Dead The Telltale Definitive Series PS4, "Serie completa narrativa de zombies", Aventura, 0
The Walking Dead The Telltale Definitive Series PS5, "Serie completa narrativa de zombies", Aventura, 0
The Warriors PS4, "Una versión para PS4 del clásico beat 'em up de Rockstar Games, basado en la película homónima, que combina lucha callejera, robos y supervivencia en bandas.", Pelea, 0
The Warriors PS5, "Una versión para PS4 del clásico beat 'em up de Rockstar Games, basado en la película homónima, que combina lucha callejera, robos y supervivencia en bandas.", Pelea, 0
The Division 2 PS4, "Shooter looter post apocalíptico", Shooter, 0
The Division 2 - Warlords of New York PS5, "Shooter looter post apocalíptico", Shooter, 0
The Evil Within 2 PS4, "Survival horror psicológico en español", Terror, 0
The Evil Within 2 PS5, "Survival horror psicológico en español", Terror, 0
The Callisto Protocol PS4, "Horror de ciencia ficción en prisión espacial", Terror, 0
The Callisto Protocol PS5, "Horror de ciencia ficción en prisión espacial", Terror, 0
The Evil Within PS4, "Horror de supervivencia del creador de Resident Evil", Terror, 0
The Evil Within PS5, "Horror de supervivencia del creador de Resident Evil", Terror, 0
The Witcher 3 Wild Hunt PS4, "RPG épico con Geralt de Rivia", RPG, 0
The Witcher 3 Wild Hunt PS5, "RPG épico con Geralt de Rivia", RPG, 0
The Elder Scrolls V Skyrim PS4, "RPG de fantasía con todo el contenido", RPG, 0
The Elder Scrolls V Skyrim PS5, "RPG de fantasía con todo el contenido", RPG, 0
The Elder Scrolls IV Oblivion Remastered PS5, "RPG de fantasía con todo el contenido", RPG, 0
The Forest PS4, "Survival horror cooperativo con caníbales", Supervivencia, 0
The Forest PS5, "Survival horror cooperativo con caníbales", Supervivencia, 0
The Quarry For PS4, "Horror narrativo con decisiones", Terror, 0
The Quarry For PS5, "Horror narrativo con decisiones", Terror, 0
The Escapists + The Escapists 2 PS4, "Simulador de escape de prisión", Estrategia, 0
The Escapists + The Escapists 2 PS5, "Simulador de escape de prisión", Estrategia, 0
The Last Of Us 2 PS4, "Secuela épica post apocalíptica", Aventura, 0
The Last of Us Part II PS5, "Remasterización de la secuela con mejoras", Aventura, 0
The Last of Us Part I PS5, "Remake completo del primer juego", Aventura, 0
The Last Of Us Remastered PS4, "Remasterización del clásico en español", Aventura, 0
The Texas Chain Saw Massacre PS4, "horror multijugador de supervivencia", Terror, 0
The Texas Chain Saw Massacre PS5, "horror multijugador de supervivencia", Terror, 0
The Walking Dead Destinies PS4, "Un juego de acción y aventura basado en la serie de TV The Walking Dead donde tus decisiones cambian la historia.", Terror, 0
The Walking Dead Destinies PS5, "Un juego de acción y aventura basado en la serie de TV The Walking Dead donde tus decisiones cambian la historia.", Terror, 0
TheHunter Call of the Wild PS4, "Simulador de caza realista", Simulación, 0
TheHunter Call of the Wild PS5, "Simulador de caza realista", Simulación, 0
Tomb Raider Definitive Edition PS4, "Reinicio de la saga con acción, exploración y supervivencia", Aventura, 0
Tom Clancy's Ghost Recon Wildlands PS4, "Shooter táctico de mundo abierto", Shooter, 0
Tom Clancy's Ghost Recon Wildlands PS5, "Shooter táctico de mundo abierto", Shooter, 0
Tom Clancy's Rainbow Six Extraction PS4, "Shooter cooperativo contra alienígenas", Shooter, 0
Tom Clancy's Rainbow Six Extraction PS5, "Shooter cooperativo contra alienígenas", Shooter, 0
Tom Clancy's Ghost Recon Breakpoint PS4, "Shooter táctico de supervivencia en español", Shooter, 0
Tom Clancy's Ghost Recon Breakpoint PS5, "Shooter táctico de supervivencia en español", Shooter, 0
Tom Clancy's Rainbow Six Siege PS4, "Shooter táctico competitivo", Shooter, 0
Tom Clancy's Rainbow Six Siege PS5, "Shooter táctico competitivo", Shooter, 0
Tomb Raider Trilogy PS4, "Trilogía completa de Lara Croft", Aventura, 0
Tomb Raider Trilogy PS5, "Trilogía completa de Lara Croft", Aventura, 0
Tomb Raider Definitive Survivor Trilogy PS4, "Trilogía completa de Lara Croft", Aventura, 0
Tomb Raider Definitive Survivor Trilogy PS5, "Trilogía completa de Lara Croft", Aventura, 0
Truck Driver PS4, "Simulador de conducción de camiones", Simulación, 0
Truck Driver PS5, "Simulador de conducción de camiones", Simulación, 0
Tony Hawk's Pro Skater 1 + 2 PS4, "Remakes de los clásicos de skateboard", Deportes, 0
Tony Hawk's Pro Skater 1 + 2 PS5, "Remakes de los clásicos de skateboard", Deportes, 0
THE KING OF FIGHTERS XV PS4, "Juego de lucha en equipo", Lucha, 0
THE KING OF FIGHTERS XV PS5, "Juego de lucha en equipo", Lucha, 0
UNCHARTED 4 A Thiefs End y UNCHARTED The Lost Legacy PS4, "Dos aventuras de Uncharted", Aventura, 0
UNCHARTED 4 A Thiefs End y UNCHARTED The Lost Legacy PS5, "Dos aventuras de Uncharted", Aventura, 0
Uncharted The Nathan Drake Collection PS4, "Trilogía de Uncharted remasterizada", Aventura, 0
Uncharted The Nathan Drake Collection PS5, "Trilogía de Uncharted remasterizada", Aventura, 0
Unravel Two PS4, "Plataformas cooperativo con yarn", Plataformas, 0
Unravel Two PS5, "Plataformas cooperativo con yarn", Plataformas, 0
Unravel 1 + 2 PS4, "Dos juegos de plataformas de Unravel", Plataformas, 0
Unravel 1 + 2 PS5, "Dos juegos de plataformas de Unravel", Plataformas, 0
Unravel Yarny Bundle PS4, "Dos juegos de plataformas de Unravel", Plataformas, 0
Unravel Yarny Bundle PS5, "Dos juegos de plataformas de Unravel", Plataformas, 0
ULTIMATE MARVEL VS. CAPCOM 3 PS4, "Lucha frenética entre héroes de Marvel y personajes de Capcom", Lucha, 0
Until Dawn PS4, "Horror interactivo con elecciones", Terror, 0
Until Dawn PS5, "Horror interactivo con elecciones", Terror, 0
UFC 5 PS5, "Simulador de artes marciales mixtas", Deportes, 0
Watch Dogs 1 + 2 PS4, "Dos juegos de hacking y mundo abierto", Acción, 0
Watch Dogs 1 + 2 PS5, "Dos juegos de hacking y mundo abierto", Acción, 0
Watch Dogs 2 PS4, "Hacking en San Francisco", Acción, 0
Watch Dogs 2 PS5, "Hacking en San Francisco", Acción, 0
Watch_Dogs PS4, "Watch Dogs con todo el contenido", Acción, 0
Watch_Dogs PS5, "Watch Dogs con todo el contenido", Acción, 0
Watch Dogs Legion PS4, "Hackea Londres con cualquier personaje", Acción, 0
Watch Dogs Legion PS5, "Hackea Londres con cualquier personaje", Acción, 0
World War Z Aftermath PS4, "Shooter cooperativo de zombies en hordas", Shooter, 0
World War Z PS4, "Shooter cooperativo basado en la película", Shooter, 0
WRC Generations The FIA WRC Official Game PS4, "Simulador oficial de rally WRC", Racing, 0
WRC Generations PS5, "Simulador oficial de rally WRC", Racing, 0
WRC 10 FIA World Rally Championship PS4, "Simulador oficial de rally WRC", Racing, 0
WRC 10 PS5, "WRC 10 con contenido adicional", Racing, 0
WRC Collection PS4, "Colección de juegos WRC", Racing, 0
WRC 7 FIA World Rally Championship PS4, "Simulador oficial de rally WRC", Racing, 0
WRC 7 PS5, "Simulador oficial de rally WRC", Racing, 0
WRC 8 FIA World Rally Championship PS4, "Simulador oficial de rally WRC", Racing, 0
WRC 8 PS5, "Simulador oficial de rally WRC", Racing, 0
WRC 9 FIA World Rally Championship PS4, "Simulador oficial de rally WRC", Racing, 0
WRC 9 PS5, "Simulador oficial de rally WRC", Racing, 0
WRC Generations Fully Loaded Edition PS4, "Simulador de rally con coches, circuitos y temporadas oficiales", Carreras, 0
WWE 2K23 PS4, "Simulador de lucha libre profesional", Deportes, 0
WWE 2K23 PS5, "Simulador de lucha libre profesional", Deportes, 0
WWE 2K24 PS4, "Simulador de lucha libre profesional", Deportes, 0
WWE 2K24 PS5, "Simulador de lucha libre profesional", Deportes, 0
WWE 2K25 PS4, "Simulador de lucha libre WWE", Deportes, 0
WWE 2K25 PS5, "Simulador de lucha libre WWE", Deportes, 0
Yakuza Like a Dragon Hero Edition PS4, "Un RPG por turnos con una nueva historia y protagonista en el universo de Yakuza, donde las "clases" se basan en trabajos absurdos.", RPG, 0
Yakuza Like a Dragon Hero Edition PS5, "Un RPG por turnos con una nueva historia y protagonista en el universo de Yakuza, donde las "clases" se basan en trabajos absurdos.", RPG, 0
Zombie Army 4 Dead War PS4, "Shooter cooperativo contra zombies nazis", Shooter, 0
Zombie Army 4 PS5, "Shooter cooperativo contra zombies nazis", Shooterle , 0

Bendy Studio Collection PS4, "Aventura de terror en una animación oscura y misteriosa.", terror, 0
Bendy and the Ink Machine PS4, "Aventura de terror en una animación oscura y misteriosa.", terror, 0
Chivalry 2 PS4, "Batallas medievales caóticas centradas en combate cuerpo a cuerpo.", acción, 0
DmC Devil May Cry Definitive Edition PS4, "Hack and slash frenético con combate estilizado.", acción, 0
Dragon Age Inquisition PS4, "RPG épico donde liderás una Inquisición contra fuerzas oscuras.", rol, 0
DYNASTY WARRIORS 9 PS4, "Acción masiva derrotando ejércitos enteros en mundo abierto.", acción, 0
DARK SOULS II Scholar of the First Sin PS4, "Desafiante RPG de acción con combates exigentes.", rol, 0
DARK SOULS III PS4, "Aventura oscura de alta dificultad y combate preciso.", rol, 0
Dead Island 2 PS4, "Supervivencia y acción matando zombis en un mundo vibrante.", acción, 0
Devil May Cry 4 PS4, "Hack and slash rápido con combos y personajes duales.", acción, 0
Devil May Cry HD Collection PS4, "Colección de acción clásica con combates estilizados.", acción, 0
Dragon Ball Xenoverse + Season Pass Bundle PS4, "Luchas y misiones temporales en el universo Dragon Ball.", lucha, 0
Dying Light Definitive Edition PS4, "Parkour y supervivencia zombi en mundo abierto.", acción, 0
FINAL FANTASY XV ROYAL EDITION PS4, "RPG de carretera con combate dinámico y mundo abierto.", rol, 0
Green Hell PS4, "Supervivencia extrema en la selva amazónica.", supervivencia, 0
Guilty Gear Strive PS4, "Lucha técnica con estilo anime y combates intensos.", lucha, 0
Just Cause 4 Reloaded PS4, "Acción explosiva en mundo abierto con caos total.", acción, 0
Kena Bridge of Spirits PS4, "Aventura emotiva con combates y exploración mágica.", aventura, 0
Kingdom Come Deliverance Royal Edition PS4, "RPG realista ambientado en la Edad Media.", rol, 0
LEGO Harry Potter Collection PS4, "Aventura familiar recreando la saga con humor LEGO.", aventura, 0
Lies of P PS4, "Soulslike oscuro inspirado en Pinocho con combate preciso.", acción, 0
Minecraft Legends PS4, "Estrategia ligera y acción en un mundo Minecraft.", estrategia, 0
Moving Out + Moving Out 2 Bundle PS4, "Coop caótico de mudanzas con física divertida.", simulación, 0
MudRunner American Wilds Edition PS4, "Conducción todoterreno extrema en terrenos difíciles.", simulación, 0
Mass Effect Legendary Edition PS4, "Trilogía RPG espacial centrada en historia y decisiones.", rol, 0
Overcooked! All You Can Eat PS4, "Caos cooperativo cocinando bajo presión.", fiesta, 0
Prince of Persia The Lost Crown PS4, "Metroidvania ágil con plataformeo y combate rápido.", aventura, 0
RIDE 3 PS4, "Simulación de carreras de motos con gran realismo.", carreras, 0
Sid Meiers Civilization VI PS4, "Estrategia por turnos construyendo imperios.", estrategia, 0
STAR WARS Squadrons PS4, "Combates espaciales en naves del universo Star Wars.", simulación, 0
Stardew Valley PS4, "Simulador de granja relajante con toques de RPG.", simulación, 0
The Evil Within Bundle PS4, "Terror psicológico con acción y criaturas grotescas.", terror, 0
THE KING OF FIGHTERS 2002 UNLIMITED MATCH PS4, "Clásico de lucha rápida y técnica.", lucha, 0
Tom Clancys The Division 2 PS4, "Shooter táctico en equipo en un mundo postcrisis.", acción, 0
Tom Clancys Ghost Recon Wildlands Year 2 PS4, "Acción táctica cooperativa en un mundo abierto.", acción, 0
TopSpin 2K25 PS4, "Simulación deportiva de tenis con control profundo.", deportes, 0
Tennis World Tour Legends Edition PS4, "Simulación de tenis con jugadores profesionales.", deportes, 0
